Experiment 0;Experiment 1;Experiment 2;Experiment 3;Experiment 4;Experiment 5;Experiment 6;Experiment 7;Experiment 8;Experiment 9;Experiment 10;Experiment 11;Experiment 12;Experiment 13;Experiment 14;Experiment 15;Experiment 16;Experiment 17;Experiment 18;Experiment 19;Experiment 20;Experiment 21;Experiment 22;Experiment 23;Experiment 24;Experiment 25;Experiment 26;Experiment 27;Experiment 28;Experiment 29;Experiment 30;Experiment 31
62,0279544975401;63,42117944275254;64,01442635613594;64,33472760353828;61,086520932655155;63,42117944275254;61,42527367203292;63,4683844359052;61,02989088551218;65,09732431221022;63,29884861981422;63,534262374369526;63,49658873280858;63,37412503786853;63,41179867942947;63,64754018492239;63,07320538645379;63,42117944275254;63,42117944275254;64,53945638402142;64,55344122779756;62,95803351581362;69,05634178798817;66,12040113791208;65,56967320886424;65,40026136916003;70,35499988047142;60,303722119958884;59,96509765484928;56,56351350274518;0;59,7396269114612
63,9676199789885;64,81495359223885;65,09735088661057;64,86201685525633;63,12964055466088;64,81495359223885;64,05233916730002;64,0240197146618;63,28025539770362;64,91846973973033;64,75840326829692;64,79604147732407;64,77723566001067;64,83372397701845;64,79602376105717;65,14452930536288;65,09736860287747;64,81495359223885;64,81495359223885;68,78849816324417;69,16925645255114;67,82810595013268;71,15972604049628;70,6378443419155;70,34081582239646;69,94557465356634;72,48693154199836;63,650103989863965;64,15786139465946;59,41486776154845;0;63,409811702644774
64,83370626075154;65,4833794842086;65,5022738828565;64,99379044845186;64,00527590428256;65,4833794842086;65,22912447980612;64,64541777614788;64,6076821276528;65,10683794753504;65,53985894308295;65,65284443523198;65,4833617679417;65,61521508433829;65,60577231408107;65,47393671395139;65,99182748607943;65,4833794842086;65,4833794842086;70,15745898177586;71,40021754201429;70,14379288087783;72,78360147577952;72,61375136461795;72,45884232586678;72,12003856788823;73,46098985600791;65,6544189715761;65,16074601770617;60,60083032519742;0;65,31573474217686
65,5964092670249;66,27422478045115;65,85989444648182;65,36097779620269;64,97502892180572;66,27422478045115;66,74505228956176;64,73955316031628;65,93527716213751;65,09743946794508;66,05767885014342;66,3683867390199;66,18004510561552;66,19893950426342;66,26481744272775;65,69052693492638;66,50959424433921;66,27422478045115;66,27422478045115;71,89424908162209;73,19294701696509;71,89426900305195;74,09648346919748;74,3502824858757;74,23760687847131;73,98364849035406;74,61866398922649;66,48771246204967;66,45924473875037;60,68563585219893;0;66,26216203294207
66,22721466623439;66,21773646344336;65,7187578062301;65,40804991735362;65,80352128520886;66,21773646344336;67,14989556260663;64,79601490292372;66,29307488843182;65,02207446855628;66,06710390413375;66,19894836239688;66,23658657142401;66,17066434229245;66,16126586270248;66,13300841699841;66,65089033099302;66,21773646344336;66,21773646344336;72,75499430247106;74,94318408198066;73,54565593300025;75,09847162789956;75,59238363892806;76,2418421744639;75,46554389487859;75,33858462224984;66,9250675336473;67,39110946427292;61,349437817248784;0;67,40553257950643
66,58495924372801;66,47200032597931;65,90708172336758;65,46458252502866;66,65089033099302;66,47200032597931;67,43230171511179;64,81489158530471;66,89563170007071;64,92789479372064;66,22721466623439;66,4437694546756;66,34020901651687;66,38727227953434;66,34021787465032;66,27431336178566;66,55671065615738;66,47200032597931;66,47200032597931;73,68656020654537;75,97383917828088;75,09849154932945;75,71978118301418;76,46779103216912;77,24426860462337;76,48201493310384;76,00220729443078;66,99511128110731;68,84523439554397;62,81730853513741;0;68,30890966029978
66,82045272148433;66,48146081250343;65,86007160915081;65,46456480876176;66,82046157961777;66,48146081250343;67,56415503150838;64,63605472909171;67,14993985327388;64,95614338129127;66,39675934045883;66,28374727390943;66,45322994119971;66,36847532035439;66,52855064992124;66,32131461786898;66,74501685702796;66,48146081250343;66,48146081250343;74,63250938299349;76,87721625907422;76,10083829376939;76,76442112309053;77,58279346258357;77,82298614265338;77,28640242882074;76,7502968293052;67,800036655431;69,466643557808;62,859900552222044;0;68,88768696261943
67,3195553925659;66,59441973025211;65,96358775664227;65,49287540326652;67,49848083011341;66,59441973025211;68,09140885069262;64,51360875041856;67,28174002086976;64,86204342965668;66,50027548795028;66,50970940007406;66,55672837242427;66,5097536907413;66,59446402091936;66,37780293487677;66,55671951429083;66,59441973025211;66,59441973025211;75,53586654235694;78,17561537296899;77,24418891890384;77,59703728494817;78,30279378132646;78,66970667686644;77,97783541711489;77,11726948913486;68,95777055293921;70,17249966133569;63,777362083940936;0;69,24045564294423
67,1406299550184;66,74504343142831;66,09541449863849;65,44575899144836;67,47018795187554;66,74504343142831;68,38326663158846;64,5983722293973;67,7430096039883;64,74903136310729;66,71683913452493;66,64150956766993;66,79215098511303;66,7262730466487;66,69798016841085;66,28364097630804;66,65086375659266;66,74504343142831;66,74504343142831;76,36886121138231;78,5567720908736;77,69568820571666;77,80888177029794;78,89597427744974;79,0651271385655;78,30285354561609;77,2019355661272;69,29667391806714;70,7370729841505;63,97474361119743;0;69,94591331787431
67,47018795187554;66,71679484385768;66,00127911447011;65,33277349929932;67,62081165305172;66,71679484385768;68,55276701514563;64,72081820807047;67,79952449539643;64,76788147108795;66,7826550660551;66,60380935170865;66,69796245214393;66,7074140805346;66,66971386457331;66,44372516400834;66,97100555759293;66,71679484385768;66,71679484385768;77,17362721426694;78,83929780943956;78,21822731148352;78,14780505685576;79,2767524881866;79,09347533328553;78,59946371510759;77,30092515120366;69,40988740407832;71,1041054082698;64,17282238849978;0;70,60985473293331
