Experiment 0;Experiment 1;Experiment 2;Experiment 3;Experiment 4;Experiment 5;Experiment 6;Experiment 7;Experiment 8;Experiment 9;Experiment 10;Experiment 11;Experiment 12;Experiment 13;Experiment 14;Experiment 15;Experiment 16;Experiment 17;Experiment 18;Experiment 19;Experiment 20;Experiment 21;Experiment 22;Experiment 23;Experiment 24;Experiment 25;Experiment 26;Experiment 27;Experiment 28;Experiment 29;Experiment 30;Experiment 31
66,12040113791208;69,07034655319421;70,63722677758919;71,89402994589341;64,53945638402142;69,07034655319421;64,55344122779756;70,14325500227105;62,95803351581362;74,95730837576598;69,05634178798817;68,87270604734925;69,1972659829632;68,92918330106062;69,0136900066139;68,70327428621515;69,00034264859394;69,07034655319421;69,07034655319421;64,53945638402142;64,55344122779756;62,95803351581362;69,05634178798817;66,12040113791208;65,56967320886424;65,40026136916003;70,35499988047142;60,303722119958884;59,96509765484928;56,56351350274518;0;59,7396269114612
70,6378443419155;71,32935701592919;72,85384443753836;73,75750041835003;68,78849816324417;71,32935701592919;69,16925645255114;71,47042066091336;67,82810595013268;75,54989122899285;71,15972604049628;71,80914473317237;71,41400317149163;71,24429251033922;71,30104866406892;71,78085630274198;71,24534834612291;71,32935701592919;71,32935701592919;68,78849816324417;69,16925645255114;67,82810595013268;71,15972604049628;70,6378443419155;70,34081582239646;69,94557465356634;72,48693154199836;63,650103989863965;64,15786139465946;59,41486776154845;0;63,409811702644774
72,61375136461795;72,5997864422717;74,09614480488952;75,43759412875619;70,15745898177586;72,5997864422717;71,40021754201429;71,893930338744;70,14379288087783;75,42305148494339;72,78360147577952;72,99518698254086;72,78348194720023;72,58566214848638;72,44453873921255;73,6866398922649;73,36227917094979;72,5997864422717;72,5997864422717;70,15745898177586;71,40021754201429;70,14379288087783;72,78360147577952;72,61375136461795;72,45884232586678;72,12003856788823;73,46098985600791;65,6544189715761;65,16074601770617;60,60083032519742;0;65,31573474217686
74,3502824858757;74,11042847011386;74,8727817487828;76,07260962762862;71,89424908162209;74,11042847011386;73,19294701696509;73,06586821575706;71,89426900305195;75,62081151936763;74,09648346919748;74,3927948172408;74,05399105926227;73,87057445435204;74,05397113783239;74,64643446247999;74,75974755564056;74,11042847011386;74,11042847011386;71,89424908162209;73,19294701696509;71,89426900305195;74,09648346919748;74,3502824858757;74,23760687847131;73,98364849035406;74,61866398922649;66,48771246204967;66,45924473875037;60,68563585219893;0;66,26216203294207
75,59238363892806;75,19730184153698;76,114743451826;76,28435450582901;72,75499430247106;75,19730184153698;74,94318408198066;73,79965416397727;73,54565593300025;75,86076514227884;75,09847162789956;75,33848501510045;74,92917931677465;75,01382547233709;74,98549719904696;76,08663431426454;75,63513502745171;75,19730184153698;75,19730184153698;72,75499430247106;74,94318408198066;73,54565593300025;75,09847162789956;75,59238363892806;76,2418421744639;75,46554389487859;75,33858462224984;66,9250675336473;67,39110946427292;61,349437817248784;0;67,40553257950643
76,46779103216912;76,12910680276987;76,76442112309053;76,42559744368211;73,68656020654537;76,12910680276987;75,97383917828088;74,53393814794451;75,09849154932945;75,91722247456033;75,71978118301418;76,32678715147459;76,213972094061;76,11496258755469;76,10085821519925;76,60851601284534;76,51018383495494;76,12910680276987;76,12910680276987;73,68656020654537;75,97383917828088;75,09849154932945;75,71978118301418;76,46779103216912;77,24426860462337;76,48201493310384;76,00220729443078;66,99511128110731;68,84523439554397;62,81730853513741;0;68,30890966029978
77,58279346258357;77,08910058728375;77,27251719219399;76,9053054752058;74,63250938299349;77,08910058728375;76,87721625907422;74,85879690500666;76,10083829376939;76,0301371391233;76,76442112309053;77,28658172168966;77,13135394006041;76,93367359135569;77,1453985481262;77,03214521925527;76,82091829823176;77,08910058728375;77,08910058728375;74,63250938299349;76,87721625907422;76,10083829376939;76,76442112309053;77,58279346258357;77,82298614265338;77,28640242882074;76,7502968293052;67,800036655431;69,466643557808;62,859900552222044;0;68,88768696261943
78,30279378132646;77,71019100666969;77,69602687002462;76,89116125999061;75,53586654235694;77,71019100666969;78,17561537296899;75,07048201891739;77,24418891890384;76,00188855155268;77,59703728494817;77,75238459515671;77,85127457308376;77,69598702716486;77,48426207039438;77,80878216314855;77,30094507263351;77,71019100666969;77,71019100666969;75,53586654235694;78,17561537296899;77,24418891890384;77,59703728494817;78,30279378132646;78,66970667686644;77,97783541711489;77,11726948913486;68,95777055293921;70,17249966133569;63,777362083940936;0;69,24045564294423
78,89597427744974;77,96422908050648;77,69610655574415;76,91937000470145;76,36886121138231;77,96422908050648;78,5567720908736;75,32461969990358;77,69568820571666;75,83253647613813;77,80888177029794;78,13360107735092;78,09136764600416;77,86537894543919;77,85131441594352;78,35913158502866;77,68218147625764;77,96422908050648;77,96422908050648;76,36886121138231;78,5567720908736;77,69568820571666;77,80888177029794;78,89597427744974;79,0651271385655;78,30285354561609;77,2019355661272;69,29667391806714;70,7370729841505;63,97474361119743;0;69,94591331787431
79,2767524881866;78,02078601993736;77,73859896567936;76,83472384913901;77,17362721426694;78,02078601993736;78,83929780943956;75,40946506976485;78,21822731148352;75,91722247456033;78,14780505685576;78,19021778107145;78,06307921557378;77,99259719665639;78,0207660985075;78,35923119217804;77,7948969265218;78,02078601993736;78,02078601993736;77,17362721426694;78,83929780943956;78,21822731148352;78,14780505685576;79,2767524881866;79,09347533328553;78,59946371510759;77,30092515120366;69,40988740407832;71,1041054082698;64,17282238849978;0;70,60985473293331
79,47421370116261;78,23251097670787;77,92215502059877;76,62307857808804;77,79453834078394;78,23251097670787;79,5310694620417;75,64937884981633;78,82529304423355;75,67732861593873;78,24667511335294;78,48674826484346;78,51495700955431;78,31723681798985;78,38789812977615;78,76861657622338;78,23233168383894;78,23251097670787;78,23251097670787;77,79453834078394;79,5310694620417;78,82529304423355;78,24667511335294;79,47421370116261;79,74295379025125;79,05130166622841;77,86565784545752;69,96027666881818;71,42876495103313;64,75153992652977;0;70,72247057604805
79,91186759420845;78,3456447769995;77,99277648952531;76,84886806435419;78,59918481508929;78,3456447769995;79,60181045954755;75,67758759452718;78,93848660881484;75,76191500721156;78,40208218785112;78,67038400548238;78,61400635892042;78,47278334249721;78,61398643749055;78,99442598391941;78,55705099089192;78,3456447769995;78,3456447769995;78,59918481508929;79,60181045954755;78,93848660881484;78,40208218785112;79,91186759420845;79,6725315356235;78,75503016104484;77,6680970253321;70,60947622576558;71,49908759851147;64,59627230204075;0;71,0332050393249
